label,probe_group,Δ,x,g,E,N,cutoff_budget_exceeded,trunc_tol,ss_ilu_tau,ss_rebuild_niter,ss_converged,ss_iterations,ss_rebuilds,trace_error,hermiticity_error,liouvillian_residual,relative_liouvillian_residual,c1,c2,c3,Fano,current_check,fcs_retry,fcs_warnings,liouvillian_seconds,preconditioner_seconds,ilu_seconds,gmres_seconds,fcs_seconds,total_seconds,n,occupation_fraction,cutoff_status,cavity_boundary,cavity_tail,cavity_tail5
"fcs Δ=0.55, x=1.18",fixed g drive sweep,0.55,1.18,14.0,8.26,500,false,0.0001,0.1,80,true,48,0,1.2341634572044384e-9,2.324044693712504e-9,8.942242741756707e-11,6.589714064108789e-20,258.43829646375207,2235.763727259531,-9.589450768615179e6,8.651054266537908,0.9999999999999996,false,0,0.405202583,0.0,0.0,8.946510417,14.916999084,24.3896545,258.4382964637522,0.5168765929275043,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.2",fixed g drive sweep,0.55,1.2,14.0,8.4,500,false,0.0001,0.1,80,true,59,0,4.1274433776797964e-10,6.768888591635806e-10,1.12536415237617e-10,8.233851958006205e-20,265.8110557425235,2864.879565574541,-1.7025469050914723e7,10.777879639248685,0.9999999999999993,false,0,0.425067792,0.0,0.0,11.144561875,18.81132625,30.483425958,265.81105574252365,0.5316221114850473,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.22",fixed g drive sweep,0.55,1.22,14.0,8.54,500,false,0.0001,0.1,80,true,72,0,1.1532153094683655e-9,1.3717763623382035e-9,1.0566525137142802e-10,7.677763677503281e-20,273.19683445435805,4226.55814943272,-3.823844822868821e7,15.470743494792707,0.9999999999999983,false,0,0.626415542,0.0,0.0,14.142107125,23.963067583,38.856147083,273.1968344543585,0.546393668908717,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.24",fixed g drive sweep,0.55,1.24,14.0,8.68,500,false,0.0001,0.1,80,true,98,1,8.306350211093741e-13,1.428426506781483e-12,7.5549963337658e-14,5.453598128300939e-23,280.5610246876183,7531.854451356873,-1.1050826605209811e8,26.845690557849135,0.9999999999999996,false,0,0.494822959,32.207316584,32.207316584,23.524405082999998,8.473638167,65.925710042,280.56102468761844,0.5611220493752369,safe,7.400641982773626e-36,3.1865165837450066e-35,4.438763565740315e-34
"fcs Δ=0.55, x=1.26",fixed g drive sweep,0.55,1.26,14.0,8.82,500,false,0.0001,0.1,80,true,23,0,4.606418127986147e-10,7.652395604924452e-10,4.1529141833636776e-11,2.979977551240178e-20,287.8274570809886,16516.82593515428,-4.0211954423434025e8,57.38446951051925,1.0000000000000016,false,0,0.97352175,0.0,0.0,4.9043635,8.189307042,14.196443708,287.82745708098815,0.5756549141619763,safe,2.8727584244775624e-32,1.1479596203434216e-31,1.2206176309340985e-30
"fcs Δ=0.55, x=1.28",fixed g drive sweep,0.55,1.28,14.0,8.96,500,false,0.0001,0.1,80,true,31,0,6.574541309503031e-10,1.2837932515414099e-9,4.667952373551752e-11,3.3332291415893e-20,294.853479088489,42379.62109936958,-1.6964387487216306e9,143.73112106522223,1.000000000000001,false,0,0.436865417,0.0,0.0,6.49691,10.866857417,17.912479167,294.85347908848865,0.5897069581769773,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.3",fixed g drive sweep,0.55,1.3,14.0,9.1,500,false,0.0001,0.1,80,true,40,0,2.2772651872907538e-9,2.8290153945434956e-9,1.0946240641987575e-10,7.791640172150158e-20,301.4340579330263,113941.88957608411,-7.245621527804177e9,377.99938851435337,0.9999999999999984,false,0,0.352460208,0.0,0.0,8.441275375,14.590608042,23.498997583,301.43405793302674,0.6028681158660535,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.32",fixed g drive sweep,0.55,1.32,14.0,9.24,500,false,0.0001,0.1,80,true,51,0,2.6740441224009777e-10,5.517837959480394e-10,9.017138345990794e-11,6.412234742329371e-20,307.3992179250918,285113.3723011558,-2.71235046615415e10,927.5019442978326,1.0000000000000018,false,0,0.256191333,0.0,0.0,10.737713209,18.763556333,29.853974041,307.39921792509125,0.6147984358501825,safe,8.565447315877331e-25,3.2895997957730574e-24,3.032694945939708e-23
"fcs Δ=0.55, x=1.34",fixed g drive sweep,0.55,1.34,14.0,9.38,500,false,0.0001,0.1,80,true,63,0,6.576365804380973e-10,8.242147896068263e-10,9.274825580849026e-11,6.601754147871537e-20,312.79157378091855,612605.2254134326,-8.059665219179587e10,1958.509361388698,0.9999999999999988,false,0,0.42567475,0.0,0.0,13.324932833,23.546363875,37.409956541,312.79157378091895,0.6255831475618379,safe,6.436447496540016e-23,2.4453526927681127e-22,2.1520827327502676e-21
"fcs Δ=0.55, x=1.36",fixed g drive sweep,0.55,1.36,14.0,9.520000000000001,500,false,0.0001,0.1,80,true,78,0,5.193532841971164e-10,1.0365943764439602e-9,7.403347169779863e-11,5.2791303944404436e-20,317.91087903454434,1.1060267849181553e6,-1.860821483213285e11,3479.0466695478326,1.000000000000001,false,0,0.401042083,0.0,0.0,17.049599709,29.285416125,46.870673875,317.910879034544,0.635821758069088,safe,2.5737801287081154e-21,9.758306854343553e-21,8.583557924370379e-20
"fcs Δ=0.55, x=1.38",fixed g drive sweep,0.55,1.38,14.0,9.66,500,false,0.0001,0.1,80,true,103,1,1.5158741228530639e-12,1.5622005304424432e-12,8.725288863327818e-14,6.231060110436706e-23,323.105748449039,1.721913242152555e6,-3.485019223092015e11,5329.255980179934,1.0000000000000009,false,0,0.391698291,51.600549875,51.600549875,27.603177458,10.145031166,90.560245625,323.10574844903874,0.6462114968980774,safe,6.761910964485958e-20,2.6723765969976864e-19,2.663563390576274e-18
"fcs Δ=0.55, x=1.4",fixed g drive sweep,0.55,1.4,14.0,9.799999999999999,500,false,0.0001,0.1,80,true,22,0,1.0562764186541446e-9,1.5452450572518226e-9,1.2874059914667244e-10,9.199437511995668e-20,328.56846358252426,2.413695800959575e6,-5.64810038144834e11,7346.096988864982,1.0000000000000009,false,0,1.573903042,0.0,0.0,5.888981292,10.666012625,18.253175125,328.568463582524,0.6571369271650479,safe,4.150504650151838e-18,1.6178383056472627e-17,1.5386137729228592e-16
"fcs Δ=0.55, x=1.42",fixed g drive sweep,0.55,1.42,14.0,9.94,500,false,0.0001,0.1,80,true,31,0,9.55812293416895e-11,1.6599871073022069e-10,7.904777192217958e-11,5.646799875022948e-20,334.32555154764736,3.163661230471172e6,-8.362829502471082e11,9462.816155768141,1.0,false,0,0.4204105,0.0,0.0,7.861778083,14.311268416,22.825511292,334.32555154764736,0.6686511030952947,safe,1.8722898633829163e-16,7.230861109389334e-16,6.629961657763704e-15
"fcs Δ=0.55, x=1.44",fixed g drive sweep,0.55,1.44,14.0,10.08,500,false,0.0001,0.1,80,true,41,0,7.411662764407954e-10,5.734612368515822e-10,1.0649725876727096e-10,7.600018955636451e-20,340.32342454418307,3.977666644806937e6,-1.1718451191952998e12,11687.901442971433,1.0,false,0,0.373815333,0.0,0.0,10.468708709,18.940181583,29.914649125,340.32342454418307,0.6806468490883661,safe,6.4982027350874335e-15,2.4875604587508933e-14,2.2038818409711664e-13
"fcs Δ=0.55, x=1.45",fixed g drive sweep,0.55,1.45,14.0,10.15,500,true,0.0001,0.1,80,true,46,0,1.070442233013229e-9,1.7927083473317975e-10,7.181720849819405e-11,5.1216071584921505e-20,343.3909863915749,4.413360366201167e6,-1.3679505102341516e12,12852.289492446178,0.9999999999999987,false,0,0.42701875,0.0,0.0,11.763976833,21.371586708,33.787252333,343.3909863915754,0.6867819727831508,safe,3.5056997662777515e-14,1.3352116999103384e-13,1.1613643906545511e-12
"fcs Δ=0.7, x=0.05",fixed g drive sweep,0.7,0.05,14.0,0.35000000000000003,150,false,0.0001,0.1,80,true,5,1,4.2036281675102515e-10,6.678996309022356e-10,9.146837224935144e-10,2.5555972633677193e-17,2.384489863020355e-6,3.2093528879893167e-6,4.896987742082815e-6,1.345928509808859,0.9999999999999998,false,0,0.022887041,0.136187333,0.136187333,0.053318875,0.071530459,0.52435025,2.3844898630203554e-6,1.589659908680237e-8,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.08",fixed g drive sweep,0.7,0.08,14.0,0.56,150,false,0.0001,0.1,80,true,9,0,1.0945642710550417e-11,2.2209786467579525e-11,1.459831396169819e-11,4.0088063368732113e-19,9.44386483139515e-6,1.5145397194360488e-5,2.724731779580579e-5,1.6037287132712006,0.9999999999999994,false,0,0.027274917,0.0,0.0,0.044841416,0.230055042,0.310230292,9.443864831395155e-6,6.29590988759677e-8,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.11",fixed g drive sweep,0.7,0.11,14.0,0.77,150,false,0.0001,0.1,80,true,11,0,6.3472953648908e-12,1.2854950006088695e-11,3.096317071306956e-11,8.359503900991058e-19,2.7455742462254672e-5,4.945532302516275e-5,9.865101500559014e-5,1.8012742905478678,1.0000000000000002,false,0,0.019950959,0.0,0.0,0.077580708,0.235078416,0.340322417,2.745574246225467e-5,1.8303828308169778e-7,safe,1.89042068164308e-304,1.2304920901880286e-301,1.8158122551795813e-293
"fcs Δ=0.7, x=0.14",fixed g drive sweep,0.7,0.14,14.0,0.9800000000000001,150,false,0.0001,0.1,80,true,13,0,6.214819604108793e-11,8.921332060199122e-11,6.893333999314586e-11,1.830283856616499e-18,6.608535315416975e-5,0.0001298829168992821,0.0002825152372843507,1.9653812940407496,1.0,false,0,0.045025417,0.0,0.0,0.16074725,0.168646333,0.382169917,6.608535315416975e-5,4.405690210277984e-7,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.17",fixed g drive sweep,0.7,0.17,14.0,1.1900000000000002,150,false,0.0001,0.1,80,true,16,0,2.1455651547648405e-11,2.8506466378908758e-11,5.363467894175172e-11,1.4009466498699884e-18,0.00013979984778408235,0.0002966959995990936,0.0007042267270990699,2.1222912921717465,1.0,false,0,0.15899775,0.0,0.0,0.072634916,0.213389375,0.452545333,0.00013979984778408235,9.319989852272157e-7,safe,2.8141547216288967e-270,9.485991867713299e-268,2.4436635308047156e-260
"fcs Δ=0.7, x=0.2",fixed g drive sweep,0.7,0.2,14.0,1.4000000000000001,150,false,0.0001,0.1,80,true,18,0,1.6926387441831624e-10,1.6504076020567903e-10,1.7832572684231778e-10,4.58366640329969e-18,0.00026963144890514173,0.0006174770622000462,0.0016122211189804909,2.29007804804431,1.0,false,0,0.120926375,0.0,0.0,0.085443,0.323457,0.556029833,0.00026963144890514173,1.7975429927009448e-6,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.23",fixed g drive sweep,0.7,0.23,14.0,1.61,150,false,0.0001,0.1,80,true,22,0,1.436119192779168e-10,3.114734471172899e-11,1.2715399378822937e-10,3.2173229457964417e-18,0.00048583840052283153,0.001206039471399864,0.0035044168027891795,2.4823881152704135,1.0000000000000007,false,0,0.025838875,0.0,0.0,0.122736417,0.270483208,0.535428916,0.0004858384005228312,3.238922670152208e-6,safe,1.1581477293368523e-229,1.3269192514934838e-227,6.80119301509273e-227
"fcs Δ=0.7, x=0.26",fixed g drive sweep,0.7,0.26,14.0,1.82,150,false,0.0001,0.1,80,true,26,0,5.568103708708075e-11,8.82569757846641e-11,2.3260851763147808e-10,5.7957297769320846e-18,0.0008319059128903933,0.0022559090145141776,0.007394849747734766,2.7117357618918643,1.0,false,0,0.039014917,0.0,0.0,0.243636125,0.344972167,0.635363625,0.0008319059128903933,5.546039419269289e-6,safe,2.4233850625271454e-205,3.736193298454814e-203,9.345273337574356e-197
"fcs Δ=0.7, x=0.29",fixed g drive sweep,0.7,0.29,14.0,2.03,150,false,0.0001,0.1,80,true,31,0,7.491344574390439e-11,1.53412696203828e-10,2.8214060825164133e-10,6.925197848523892e-18,0.0013706048178770392,0.004100759405237727,0.01539360291277024,2.991934182450552,1.0000000000000002,false,0,0.144652292,0.0,0.0,0.14290475,0.430557583,0.725529834,0.001370604817877039,9.137365452513594e-6,safe,9.808087483062199e-180,1.1885424828793518e-177,1.6536223652916883e-171
"fcs Δ=0.7, x=0.32",fixed g drive sweep,0.7,0.32,14.0,2.24,150,false,0.0001,0.1,80,true,37,0,1.4540198517031146e-10,3.1700509714428933e-10,3.247000453307497e-10,7.854505889644321e-18,0.002193284645072058,0.007326185846658751,0.032014609747592106,3.340280461598753,0.9999999999999996,false,0,0.148430792,0.0,0.0,0.187186167,0.516267917,0.863539958,0.002193284645072059,1.4621897633813726e-5,safe,1.4328542678238156e-154,1.0835737412350484e-152,3.624631794764329e-147
"fcs Δ=0.7, x=0.35",fixed g drive sweep,0.7,0.35,14.0,2.4499999999999997,150,false,0.0001,0.1,80,true,45,0,1.3851048655542392e-10,1.0869430409670608e-10,3.74117512829429e-10,8.923340659201195e-18,0.003434404186359456,0.012983346577675551,0.06727587993490827,3.7803781596941812,0.9999999999999997,false,0,0.162070375,0.0,0.0,0.223172791,0.654227916,1.047774,0.0034344041863594572,2.2896027909063047e-5,safe,6.045073693464454e-131,2.5271403892919983e-129,1.2432871476761319e-124
"fcs Δ=0.7, x=0.38",fixed g drive sweep,0.7,0.38,14.0,2.66,150,false,0.0001,0.1,80,true,56,0,2.647619422962574e-10,3.566159215971523e-10,4.222840166603243e-10,9.93704125681254e-18,0.0052948377838513295,0.023015161679173897,0.14455340907332287,4.346717051345293,0.9999999999999997,false,0,0.037532084,0.0,0.0,0.42786875,0.855525666,1.328539917,0.005294837783851331,3.529891855900888e-5,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.41",fixed g drive sweep,0.7,0.41,14.0,2.8699999999999997,150,false,0.0001,0.1,80,true,71,0,2.2385485204002618e-10,1.173529433712013e-10,4.950120668607004e-10,1.1500112523703962e-17,0.008080563063436345,0.041157471920150145,0.3224085452421573,5.093391586334269,1.0000000000000024,false,0,0.036566791,0.0,0.0,0.52326,1.159243083,1.726569916,0.008080563063436326,5.387042042290884e-5,safe,4.343461286002449e-92,6.645474440673311e-91,1.2330994743409991e-87
"fcs Δ=0.7, x=0.44",fixed g drive sweep,0.7,0.44,14.0,3.08,150,false,0.0001,0.1,80,true,95,1,3.776355706401779e-14,7.784886410107113e-15,3.096893496035146e-14,7.109138437080181e-22,0.012269985424608882,0.07500745971041164,0.763913898803644,6.113084662674128,0.9999999999999997,false,0,0.160490125,0.629940083,0.629940083,0.569066541,0.190776708,1.712323375,0.012269985424608885,8.17999028307259e-5,safe,9.999420699772985e-57,6.391947056615039e-56,3.9967557192887444e-54
"fcs Δ=0.7, x=0.47",fixed g drive sweep,0.7,0.47,14.0,3.29,150,false,0.0001,0.1,80,true,13,0,1.0598433946767734e-11,2.5208925754223543e-11,1.2486050079625418e-11,2.8352257710343264e-19,0.018639322248385333,0.14138860411302168,2.0058187034508737,7.585501351867541,0.9999999999999998,false,0,0.02676925,0.0,0.0,0.142091208,0.371399875,0.547870833,0.018639322248385336,0.00012426214832256892,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.5",fixed g drive sweep,0.7,0.5,14.0,3.5,150,false,0.0001,0.1,80,true,19,0,2.476148795811075e-11,1.752080008346581e-11,3.087181808752108e-11,6.943878283767816e-19,0.02852214474201558,0.28336991715555665,6.422052964285662,9.935084465724918,1.0000000000000004,false,0,0.020171,0.0,0.0,0.176308,0.431341917,0.635307417,0.02852214474201557,0.00019014763161343714,safe,9.115349480982012e-43,5.354491867663141e-42,2.2007788302439547e-40
"fcs Δ=0.7, x=0.51",fixed g drive sweep,0.7,0.51,14.0,3.5700000000000003,150,false,0.0001,0.1,80,true,22,0,2.8966561105989036e-11,3.858880965933213e-11,8.371465929147832e-12,1.8777355056764346e-19,0.03297622508067589,0.3656960726428803,10.278936595904769,11.089688760560367,1.0000000000000004,false,0,0.134218375,0.0,0.0,0.200093375,0.458763834,0.800601167,0.032976225080675874,0.00021984150053783915,safe,2.444080852732341e-41,1.3834892345792265e-40,4.7662936562389144e-39
"fcs Δ=0.7, x=0.52",fixed g drive sweep,0.7,0.52,14.0,3.64,150,false,0.0001,0.1,80,true,25,0,2.0577424923664362e-11,1.0878513265283312e-11,1.3283355580722055e-11,2.971890397360789e-19,0.03822394506428452,0.4809855431705601,17.70287332449819,12.583356907866131,0.9999999999999994,false,0,0.164764791,0.0,0.0,0.228353625,0.625917375,1.029836958,0.03822394506428454,0.0002548263004285636,safe,1.3058989549029501e-39,7.257206741376201e-39,2.2905568791630248e-37
"fcs Δ=0.7, x=0.53",fixed g drive sweep,0.7,0.53,14.0,3.71,150,false,0.0001,0.1,80,true,30,0,1.5217992812327154e-11,2.0840871432355614e-11,1.1812251496068478e-11,2.6366996253128792e-19,0.04445917017091163,0.6508768387096914,34.259441099448324,14.63987825700673,0.9999999999999997,false,0,0.021664208,0.0,0.0,0.312044416,0.736601542,1.078359083,0.044459170170911645,0.00029639446780607763,safe,6.623221906767169e-38,3.2369262291732617e-37,3.495939652218875e-36
"fcs Δ=0.7, x=0.54",fixed g drive sweep,0.7,0.54,14.0,3.7800000000000002,150,false,0.0001,0.1,80,true,35,0,2.3749315591497428e-11,5.2144203674586246e-11,1.8446339010006984e-11,4.109286483461079e-19,0.05195863833289698,0.9241181563852102,81.13047810248773,17.78565001000259,1.0000000000000002,false,0,0.019211666,0.0,0.0,0.34584875,0.756760583,1.1302465,0.05195863833289697,0.00034639092221931314,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.55",fixed g drive sweep,0.7,0.55,14.0,3.8500000000000005,150,false,0.0001,0.1,80,true,43,0,8.533639871104896e-12,2.1081706646442672e-11,1.1987615757784024e-11,2.666004453336761e-19,0.061159680239747195,1.4458926114741733,276.8863863604703,23.641271599299486,1.000000000000001,false,0,0.162225458,0.0,0.0,0.391386708,0.885696542,1.447142042,0.061159680239747126,0.00040773120159831415,safe,0.0,0.0,0.0
"fcs Δ=0.7, x=0.56",fixed g drive sweep,0.7,0.56,14.0,3.9200000000000004,150,false,0.0001,0.1,80,true,51,0,1.2982664526754907e-11,3.0127070775676475e-11,1.8275059828946434e-11,4.0590813005938356e-19,0.07290712968778329,2.882270863992385,1733.0444208215179,39.53345682837043,1.0000000000000002,false,0,0.036618042,0.0,0.0,0.603791792,1.119678125,1.76914475,0.07290712968778328,0.0004860475312518885,safe,1.3940584167103167e-30,7.413882953168845e-30,1.9828626269494435e-28
"fcs Δ=0.7, x=0.57",fixed g drive sweep,0.7,0.57,14.0,3.9899999999999998,150,false,0.0001,0.1,80,true,61,0,1.317234109095567e-11,2.595009735117991e-11,2.0517535854217614e-11,4.553540099804348e-19,0.08962301982298441,10.662959315535007,24114.58247799107,118.97567540789805,1.0,false,0,0.035966917,0.0,0.0,0.650212667,1.410513584,2.104685167,0.08962301982298441,0.0005974867988198961,safe,8.198132770481874e-28,4.2020463791538786e-27,9.590252862894714e-26
"fcs Δ=0.7, x=0.58",fixed g drive sweep,0.7,0.58,14.0,4.06,150,false,0.0001,0.1,80,true,72,0,2.558406040419603e-11,4.494179671612669e-11,3.01006120122783e-11,6.680481841935614e-19,0.1238549652154216,108.46552470942194,805749.5238871148,875.7462772749343,1.0000000000000013,false,0,0.017849958,0.0,0.0,0.706048125,1.729454,2.460715,0.12385496521542143,0.0008256997681028095,safe,4.264077130589063e-25,2.1491253660203587e-24,4.5498628201386243e-23
"fcs Δ=0.7, x=0.59",fixed g drive sweep,0.7,0.59,14.0,4.13,150,false,0.0001,0.1,80,true,97,1,2.7034060274913666e-13,6.878376269578025e-13,1.9071923642903408e-14,4.244987241049785e-22,0.28384036631470505,2604.047954867779,6.3996567168941975e7,9174.339748351958,1.0000000000000004,false,0,0.018408583,1.247775708,1.247775708,1.052846667,0.51018825,2.972923667,0.28384036631470494,0.0018922691087646995,safe,2.6471227344042863e-22,1.3003437309793611e-21,2.45815393832247e-20
"fcs Δ=0.7, x=0.6",fixed g drive sweep,0.7,0.6,14.0,4.2,150,false,0.0001,0.1,80,true,20,0,1.8756504877643357e-11,1.792212543775852e-11,2.754617931676916e-12,6.258840315991e-20,1.4803067955818838,72359.72506300702,5.771385945596794e9,48881.57325155265,1.0000000000000002,false,0,0.134151167,0.0,0.0,0.272143458,0.55484775,0.968994584,1.4803067955818834,0.009868711970545889,safe,7.129152250684355e-20,3.4499338228865357e-19,6.103391823087801e-18
"fcs Δ=0.7, x=0.61",fixed g drive sweep,0.7,0.61,14.0,4.27,150,false,0.0001,0.1,80,true,24,0,2.9470992646849216e-11,3.569743712563055e-11,5.831988696777132e-12,1.4212986801915574e-19,5.978799356840758,570588.2310970776,7.586047559252698e10,95435.2533078783,0.9999999999999999,false,0,0.1462765,0.0,0.0,0.342609792,0.714606209,1.211110333,5.978799356840759,0.0398586623789384,safe,6.912737455882283e-18,3.29719071544699e-17,5.474069964869316e-16
"fcs Δ=0.7, x=0.62",fixed g drive sweep,0.7,0.62,14.0,4.34,150,false,0.0001,0.1,80,true,29,0,1.2558522766211653e-10,1.0576094770055747e-9,1.7080821112278914e-11,4.613408059718029e-19,13.338281108034227,1.310746595704056e6,1.5015457313799673e11,98269.52851627459,0.9999999999999998,false,0,0.170123458,0.0,0.0,0.381149708,0.815969541,1.375085375,13.33828110803423,0.08892187405356154,safe,2.6078577016630945e-16,1.2266483580660766e-15,1.9162000137778473e-14
"fcs Δ=0.7, x=0.63",fixed g drive sweep,0.7,0.63,14.0,4.41,175,false,0.0001,0.1,80,true,15,1,2.075135520312374e-9,2.0609232492929703e-8,1.1203070841102922e-9,2.2541379824767363e-17,23.079887360413135,1.8677175562172101e6,1.2478805900098105e11,80924.03255922032,1.0,false,0,0.024838084,2.515297709,2.515297709,0.433469458,0.79704775,3.908236375,23.079887360413135,0.1318850706309322,safe,5.468513105648261e-23,2.7201077155212953e-22,5.551906683985522e-21
"fcs Δ=0.7, x=0.64",fixed g drive sweep,0.7,0.64,14.0,4.48,175,false,0.0001,0.1,80,true,17,0,9.410063210372495e-10,8.919616550419787e-9,6.160462426261733e-10,1.3435750319616e-17,34.52298646702194,2.0147525207256924e6,3.411566903187221e10,58359.74018789723,1.000000000000001,false,0,0.13460875,0.0,0.0,0.370455792,0.803982958,1.321456916,34.5229864670219,0.1972742083829823,safe,1.8766907492247006e-21,9.206065584633385e-21,1.767592653632646e-19
"fcs Δ=0.7, x=0.65",fixed g drive sweep,0.7,0.65,14.0,4.55,175,false,0.0001,0.1,80,true,21,0,2.6263004893570725e-9,9.472233236638414e-9,3.192439210110451e-10,7.023919100180143e-18,46.26674169189463,1.7577203298886102e6,-3.5202426105866844e10,37991.01180700913,1.0,false,0,0.142196417,0.0,0.0,0.474388583,1.010175625,1.637528958,46.26674169189463,0.26438138109654075,safe,4.737517385108643e-20,2.2929177467058956e-19,4.1506416270708485e-18
"fcs Δ=0.7, x=0.66",fixed g drive sweep,0.7,0.66,14.0,4.62,175,false,0.0001,0.1,80,true,25,0,3.1566493637722574e-9,1.7371556759602817e-9,4.959233891172832e-10,1.0374824240191175e-17,57.12969261928571,1.317016497057432e6,-5.249000312334711e10,23053.099652295987,1.0000000000000009,false,0,0.154283083,0.0,0.0,0.537191167,1.181978833,1.885920625,57.129692619285656,0.32645538639591803,safe,9.212061297058346e-19,4.4008333896958626e-18,7.52695752619946e-17
"fcs Δ=0.7, x=0.67",fixed g drive sweep,0.7,0.67,14.0,4.69,175,false,0.0001,0.1,80,true,29,0,2.929914044199898e-9,2.2568098379695684e-9,6.989614452410907e-10,1.3633029534365108e-17,66.55425079813465,894545.0861836935,-4.133646824286424e10,13440.84074955533,1.0000000000000004,false,0,0.157780125,0.0,0.0,0.623833792,1.35571325,2.147740833,66.55425079813462,0.38031000456076924,safe,1.4333947583686695e-17,6.761807766430923e-17,1.0950182826438704e-15
"fcs Δ=0.7, x=0.68",fixed g drive sweep,0.7,0.68,14.0,4.760000000000001,200,false,0.0001,0.1,80,true,16,1,5.922138921912769e-10,5.992505847279741e-10,1.0661197291221826e-10,1.3684239596129898e-18,74.49015662718575,574390.9835010916,-2.5681566243691086e10,7710.964904743712,0.9999999999999997,false,0,0.036980083,3.045020875,3.045020875,0.488417208,1.160737458,4.877270875,74.49015662718578,0.37245078313592894,safe,1.1616168091196106e-24,5.768493256909267e-24,1.1939512917288163e-22
"fcs Δ=0.7, x=0.69",fixed g drive sweep,0.7,0.69,14.0,4.83,200,false,0.0001,0.1,80,true,19,0,2.3137565074474482e-10,2.9414133564426397e-10,1.2059909709201285e-10,1.4677551986907635e-18,81.13288085851171,359476.3335082788,-1.4277926431645264e10,4430.710825308576,0.999999999999999,false,0,0.0553375,0.0,0.0,0.658790875,1.068674958,1.799379084,81.1328808585118,0.405664404292559,safe,2.479419296769391e-23,1.2157241878316107e-22,2.3806834207938385e-21
"fcs Δ=0.7, x=0.7",fixed g drive sweep,0.7,0.7,14.0,4.8999999999999995,200,false,0.0001,0.1,80,true,22,0,9.955009145005655e-10,8.494094822247278e-10,1.9318726092172265e-10,2.25581627199541e-18,86.7389846604959,224471.7267598483,-7.591989353114653e9,2587.8989434618193,1.0,false,0,0.05210975,0.0,0.0,0.656072542,1.347249333,2.072207042,86.7389846604959,0.4336949233024795,safe,4.495478467292074e-22,2.1772228640154105e-21,4.0410569643806726e-20
"fcs Δ=0.7, x=0.71",fixed g drive sweep,0.7,0.71,14.0,4.97,200,false,0.0001,0.1,80,true,25,0,1.51530435217704e-9,1.7990414816623247e-9,5.874298720440503e-10,6.644135871543267e-18,91.54673463000715,142657.4021379263,-4.038925237770967e9,1558.3013715834506,1.0000000000000007,false,0,0.048622417,0.0,0.0,0.711610125,1.462382209,2.366665709,91.54673463000708,0.4577336731500354,safe,7.018447767210015e-21,3.3586355585200645e-20,5.919081885158106e-19
"fcs Δ=0.7, x=0.72",fixed g drive sweep,0.7,0.72,14.0,5.04,225,false,0.0001,0.1,80,true,15,1,3.489228505634687e-11,3.3096380902018155e-11,9.217816671946664e-12,7.44434890659792e-20,95.75643517989056,93800.73298364515,-2.222972811197379e9,979.5762844285988,1.0,false,0,0.06884025,4.339922917,4.339922917,0.577190458,1.347312458,6.480041125,95.75643517989056,0.42558415635506913,safe,2.3019282501279975e-28,1.1549425325943952e-27,2.5516570236917158e-26
"fcs Δ=0.7, x=0.73",fixed g drive sweep,0.7,0.73,14.0,5.109999999999999,225,false,0.0001,0.1,80,true,17,0,3.9099820308789013e-10,5.171465670472618e-10,5.923984839791076e-11,4.691850341512318e-19,99.53015301375216,64496.151900250436,-1.293736313564576e9,648.0061563990457,1.0000000000000007,false,0,0.084143792,0.0,0.0,0.738899875,1.224753125,2.068032417,99.53015301375208,0.4423562356166759,safe,5.15089083425307e-27,2.5533189113149993e-26,5.352481696769999e-25
"fcs Δ=0.7, x=0.74",fixed g drive sweep,0.7,0.74,14.0,5.18,225,false,0.0001,0.1,80,true,20,0,8.482508766355782e-10,1.249989406362751e-9,7.891194423686734e-11,6.151377637958954e-19,102.99417623893211,46515.663504795775,-8.030470018791989e8,451.6339195420713,1.0,false,0,0.182664833,0.0,0.0,0.737903875,1.470255834,2.413225875,102.99417623893211,0.4577518943952538,safe,1.0111421789397876e-25,4.953648251192589e-25,9.868151429751281e-24
"fcs Δ=0.7, x=0.75",fixed g drive sweep,0.7,0.75,14.0,5.25,225,false,0.0001,0.1,80,true,24,0,3.3426937320905774e-10,4.1860150774788714e-10,6.602596721005826e-11,5.078440776576454e-19,106.2422447711604,35055.3489627808,-5.30019960177729e8,329.9567797940262,1.0000000000000004,false,0,0.191880333,0.0,0.0,0.880028458,1.849740667,2.944176375,106.24224477116034,0.47218775453849043,safe,1.752966674249126e-24,8.490050274170828e-24,1.609710599773818e-22
